_id,name,rarity,carry_capacity,buy,sell,description,icon_name,icon_color,account
860,Nibelsnarf Piel,8,99,54000,5400,"Honed by exposure to sand, this top-quality Nibelsnarf hide boasts great strength and elasticity.",icon_hide,11,0
861,Nibelsnarf Claw,4,99,8200,820,Nibelsnarf claws have evolved to be able to quickly and easily burrow through desert sand.,icon_fang,11,0
862,Nibelsnarf Claw+,6,99,24600,2460,"A bold, firm Nibelsnarf claw. Ideal as material for crafting superior equipment parts.",icon_fang,11,0
863,Nibelsnarf Talon,8,99,73800,7380,"The sharp talon of a Nibelsnarf, perfectly adapted to burrow through sand. A quality item.",icon_fang,11,0
864,Nibelsnarf Scalp,5,99,13800,1380,A part of the skull that holds various organs. The useful bits must be cut out carefully.,icon_carapace,11,0
865,Nibelsnarf Crown,9,99,82800,8280,The heavy scalp of a Nibelsnarf is difficult to work with but it's an extremely versatile material,icon_carapace,11,0
866,Vivid Fluid,4,99,3500,350,A fluid which helps retain water in a Nibelsnarf and allows the beast to thrive in the desert.,icon_liquid,6,0
867,Brilliant Fluid,6,99,10500,1050,A fluid with strong water- retention ability. Improves equipment performance.,icon_liquid,6,0
868,Dazzling Fluid,8,99,31500,3150,A sparkling fluid with impressive water-retention ability. Improves equipment performance and style.,icon_liquid,6,0
869,Hyper Nibelsnarf Shell,6,99,17300,1730,"Darker than normal Nibelsnarf shell, this Hyper shell emits an ominous glow.",icon_shell,11,0
870,Hyper Nibelsnarf Cortex,8,99,51900,5190,"Darker than normal Nibelsnarf shell, this tough Hyper shell emits an ominous glow.",icon_shell,11,0
871,Lagiacrus Hide,4,99,5400,540,"Not especially durable, but soft and workable. Use it to forge valuable leatherware.",icon_hide,6,0
872,Lagiacrus Hide+,6,99,12900,1290,A fine hide taken from a Lagiacrus. It's quite strong and immensely flexible.,icon_hide,6,0
873,Lagiacrus Piel,8,99,38700,3870,"The strong, flexible hide of a Lagiacrus. Used in expensive leatherwear, among other items.",icon_hide,6,0
874,Lagiacrus Scale,4,99,4200,420,A supple scale that turns myriad shades of blue in the light. In high demand.,icon_scale,6,0
875,Lagiacrus Scale+,6,99,11500,1150,A fine example of a supple Lagiacrus Scale. Its beauty is truly breathtaking.,icon_scale,6,0
876,Lagiacrus Shard,8,99,34500,3450,The ultimate specimen of Lagiacrus Scale. Special skills are required to craft with it.,icon_scale,6,0
877,Shell Shocker,4,99,9800,980,"This shell is actually used to release electricity, not generate it. Safe to handle.",icon_carapace,6,0
878,Shell Shocker+,6,99,21000,2100,A superior shell found only on certain Lagiacrus. Its structure permits greater electric output.,icon_carapace,6,0
879,Deathly Shocker,8,99,63000,6300,A thick shell found on a select few Lagiacrus. It releases huge bolts of electricity.,icon_carapace,6,0
880,Lagiacrus Horn,4,99,12400,1240,The power of Lagiacrus horns has been sung of for ages. In high demand.,icon_fang,6,0
881,Lagiacrus Horn+,6,99,21000,2100,A fine horn taken from a strong Lagiacrus. A horn like this is sure to catch people's attention.,icon_fang,6,0
882,Lagia Hardhorn,8,99,63000,6300,"A fine horn from an especially strong Lagiacrus. So unique, it's almost legendary.",icon_fang,6,0
883,Lagiacrus Tail,4,99,11000,1100,"Not only do these serve for weaponcraft, they also wind up on Moga dinner plates.",icon_carapace,6,0
884,Lagiacrus Flail,8,99,66000,6600,"Not only do these serve for weaponcraft, they also wind up on Moga dinner plates.",icon_carapace,6,0
885,Lagiacrus Claw,4,99,6800,680,A sharp claw that grows on the fin. Not pretty enough to command good money.,icon_fang,6,0
886,Lagiacrus Claw+,6,99,15800,1580,A very sharp claw found on certain Lagiacrus. Its mundane appearance belies its strength.,icon_fang,6,0
887,Lagiacrus Talon,8,99,47400,4740,A thick talon found on only a select few Lagiacrus. Adds both power and dignity to weapons.,icon_fang,6,0
888,Lagiacrus Plate,5,99,50400,5040,The largest and most prized of Lagiacrus scales. Boosts the efficacy of equipment.,icon_scale,6,0
889,Lagiacrus Sapphire,7,99,97000,9700,A gem only rarely plucked from a Lagiacrus. Craft with it to boost Resistances.,icon_monster_jewel,6,0
890,Lagiacrus Mantle,9,99,150000,15000,A valuable azure scale found on select Lagiacrus. Said to greatly boost equipment performance.,icon_mantle,6,0
891,Hyper Lagiacrus Hide,6,99,15500,1550,"Darker than normal Lagiacrus hide, this Hyper hide emits an ominous glow.",icon_hide,6,0
892,Hyper Lagiacrus Piel,8,99,46500,4650,"Darker than normal Lagiacrus hide, this Hyper hide emits an ominous glow.",icon_hide,6,0
893,Uroktor Scale,4,99,2300,230,"A volcanic monster's scale. Highly resistant to Fire, but doesn't sell for much.",icon_scale,1,0
894,Uroktor Scale+,6,99,6900,690,"A high-quality Uroktor scale. Heat-resistant, bright crimson, and popular with the ladies.",icon_scale,1,0
895,Uroktor Shard,8,99,15100,1510,"A superior-quality Uroktor scale. Heat-resistant, bright crimson, and popular with the ladies.",icon_scale,1,0
896,Agnaktor Scale,6,99,11400,1140,"A scale so bright that it looks like it's on fire. Not worth very much, though.",icon_scale,1,0
897,Agnaktor Carapace,6,99,16800,1680,Sturdier and more heat-resistant than the Shell. It produces a vivid red color when crafted.,icon_shell,1,0
898,Agnaktor Cortex,8,99,50400,5040,"The rigid cortex of an Agnaktor. Highly heat-resistant, creates bright red items when forged.",icon_shell,1,0
899,Agnaktor Hide+,6,99,21000,2100,"Precious, high-quality Agnaktor hide tempered by frequent exposure to magma.",icon_hide,1,0
900,Agnaktor Piel,8,99,63000,6300,Top-quality Agnaktor hide with fantastic heat resistance. Thick but sufficiently supple.,icon_hide,1,0
901,Agnaktor Claw+,6,99,24300,2430,A claw sharpened by magma so hot it can melt rock. Almost as strong as a volcano itself.,icon_fang,1,0
902,Agnaktor Talon,8,99,72900,7290,A powerful talon found only on certain Agnaktor. Even magma cowers before it.,icon_fang,1,0
903,Agnaktor Fin+,6,99,23400,2340,An Agnaktor fin with an elegant dappled pattern. Apparently a popular item with collectors.,icon_carapace,1,0
904,Agnaktor Grandfin,8,99,70200,7020,A premium fin lovely enough to have been painted by an artist. Behold the mystery of nature!,icon_carapace,1,0
905,Agnaktor Beak,6,99,41400,4140,"An Agnaktor's distinguishing beak, which allows it to tunnel beneath the earth.",icon_bone,1,0
906,Agnaktor Tail,6,99,37500,3750,A tail carved from an Agnaktor. The going price is low due to lack of demand.,icon_carapace,1,0
907,Scalding Pleura+,6,99,21600,2160,"A chestplate made from ore fusing together over a number of years. Won't melt, despite the heat.",icon_carapace,1,0
908,Scorching Pleura,8,99,64800,6480,A burning chestplate tempered for ages. The various ores fused within are the key to its strength.,icon_carapace,1,0
909,Hyper Agnaktor Shell,6,99,20100,2010,"Darker than normal Agnaktor shell, this Hyper shell emits an ominous glow.",icon_shell,1,0
910,Hyper Agnaktor Cortex,8,99,60300,6030,"Darker than normal Agnaktor shell, this tough Hyper shell emits an ominous glow.",icon_shell,1,0
911,Tetsucabra Scale,4,99,3200,320,A scale with red and black patches that blends in well with cavern environments.,icon_scale,1,0
912,Tetsucabra Scale+,6,99,9600,960,A fine red-and-black scale. The top pick for artisans who want the time-hardened best.,icon_scale,1,0
913,Tetsucabra Shard,8,99,28800,2880,"A thick, red-and-black scale so hard that people justi- fiably mistake it for rock.",icon_scale,1,0
914,Tetsucabra Shell,4,99,2200,220,A flexible yet hard rubber- like shell. In high demand as an armor forging material.,icon_shell,1,0
915,Tetsucabra Carapace,6,99,6600,660,"A flexible, highly durable shell that makes comfortable and easy-to-move-in armor.",icon_shell,1,0
916,Tetsucabra Cortex,8,99,19800,1980,"Tough, rubbery plating that is difficult to break. A popular equipment material.",icon_shell,1,0
917,Tetsucabra Claw,4,99,5800,580,"A powerful claw that can pulverize rock. Short, but worth the effort to obtain.",icon_fang,1,0
918,Tetsucabra Claw+,6,99,17400,1740,A powerful claw that can pulverize rock. Creates scratch-proof equipment.,icon_fang,1,0
919,Tetsucabra Hardclaw,8,99,52200,5220,A powerful claw that can smash through boulders. Challenging to forge with.,icon_fang,1,0
920,Tetsucabra Tusks,4,99,10200,1020,"A giant, shovel-like jaw, complete with tusks used for attacking and movement.",icon_fang,1,0
921,Tetsucabra Tusks+,6,99,30600,3060,A jaw with oversized tusks. Recent finds reveal damaged tusks grow back even harder.,icon_fang,1,0
922,Tetsucabra Gnawrl,8,99,91800,9180,A fang that grows like a mighty tree. Lost fangs are replaced by stronger ones.,icon_fang,1,0
923,Dignified Skull,5,99,7600,760,A distinctly warped skull that is far more durable than normal bone.,icon_bone,1,0
924,Vicious Visage,9,99,68400,6840,A skull with opposing fangs and a sturdy lower jaw whose evolution warrants study.,icon_bone,1,0
925,Paddock Oil,4,99,2000,200,A mysterious oil found only in nature. Used at the Smithy as a lubricant and additive.,icon_liquid,11,0
926,Paddock Oil+,6,99,6000,600,A mysterious oil found only in nature. Purer oil yields higher forge temperatures.,icon_liquid,11,0
927,Paddock Cream,8,99,18000,1800,A mysterious oil found only in nature. Used at the Smithy as a lubricant and additive.,icon_liquid,11,0
928,Hyper Tetsu. Scale,6,99,11500,1150,"Darker than normal Tetsucabra scales, this Hyper scale emits an ominous glow.",icon_scale,1,0
929,Hyper Tetsu. Shard,8,99,34500,3450,"Darker than normal Tetsucabra scales, this tough Hyper scale emits an ominous glow.",icon_scale,1,0
930,Drilltusk Scale,6,99,4500,450,A Drilltusk Tetsucabra scale. It's hard and features a unique red and blue pattern.,icon_scale,14,0
931,Drilltusk Scale+,7,99,13500,1350,A hard scale of a Drilltusk Tetsucabra. It's sharp and features a unique pattern.,icon_scale,14,0
932,Drilltusk Shard,9,99,40500,4050,A thick scale of a Drilltusk Tetsucabra. Unbelievably hard with a unique pattern.,icon_scale,14,0
933,Drilltusk Shell,6,99,3100,310,A Drilltusk Tetsucabra shell. It's quite hard and has a unique red and blue pattern.,icon_shell,14,0
934,Drilltusk Carapace,7,99,9300,930,A Drilltusk Tetsucabra carapace. Its thickness makes it quite hard.,icon_shell,14,0
935,Drilltusk Cortex,9,99,27900,2790,An unbelievably tough Drilltusk Tetsucabra carapace with a unique pattern.,icon_shell,14,0
936,Drilltusk Tusk,6,99,14300,1430,The tusk of a Drilltusk Tetsucabra. Used to dig up large boulders.,icon_fang,14,0
937,Drilltusk Tusk+,7,99,42900,4290,A massive Drilltusk Tetsucabra tusk. An extension of its jaw and its brutality.,icon_fang,14,0
938,Drilltusk Gnawrl,9,99,107200,10720,A giant fang that is hard and sharp enough to grind a mountain to powder.,icon_fang,14,0
939,Sharqskin Scale,6,99,3600,360,Zamite skin that feels smooth or coarse depending on which way you rub it.,icon_scale,6,0
940,Meaty Hide+,6,99,2800,280,The hide from the underbelly of a Zamite. The most elastic samples are costly.,icon_hide,6,0
941,Zamtrios Hide+,6,99,12300,1230,"A fine, stretchy hide. It tears only after new, harder skin has formed underneath.",icon_hide,6,0
942,Zamtrios Piel,8,99,36900,3690,"A thick, elastic hide with high Ice resistance. Like wearing winter, yet warm.",icon_hide,6,0
943,Zamtrios Scale+,6,99,22200,2220,A fine scale that functions like sandpaper. Used to hone the edges of weapons.,icon_scale,6,0
944,Zamtrios Shard,8,99,66600,6660,"One of many thick, razor- sharp scales that shred any foolish enough to touch.",icon_scale,6,0
945,Zamtrios Fin+,6,99,24900,2490,A quality dorsal fin that's in high demand. Big fins go for a premium at market.,icon_carapace,6,0
946,Zamtrios Grandfin,8,99,74700,7470,A huge dorsal fin that cuts gracefully through the ice. Loved by artisans and hunters.,icon_carapace,6,0
947,Zamtrios Sawtooth,6,99,36000,3600,A blunt tooth that slowly and painfully tears through the Zamtrios's prey.,icon_fang,6,0
948,Zamtrios Sawtooth+,8,99,90000,9000,"Triangular, saw-like teeth for biting and crushing. Will grow back if pulled out.",icon_fang,6,0
949,Zamtrios Tailblade,6,99,32400,3240,A razor-sharp tail that does as well as any axe if one brings it down hard.,icon_carapace,6,0
950,Zamtrios Tailbrand,8,99,81000,8100,A large tail whose meaty swings can knock prey out with a single lash.,icon_carapace,6,0
951,Hyper Zamtrios Hide,6,99,14800,1480,"Darker than normal Zamtrios hide, this Hyper hide emits an ominous glow.",icon_hide,6,0
952,Hyper Zamtrios Piel,8,99,44400,4440,"Darker than normal Zamtrios hide, this tough Hyper hide emits an ominous glow.",icon_hide,6,0
953,Najarala Shell,4,99,4800,480,A shell that grows both large and small -- whatever won't impede movement.,icon_shell,11,0
954,Najarala Ampsounder,8,99,73800,7380,"A special plate that ampli- fies sound, getting messages across loud and clear.",icon_carapace,11,0
955,Najarala Carapace,6,99,14400,1440,A long shell that covers the Najarala and may have evolved from a scale.,icon_shell,11,0
956,Najarala Cortex,8,99,43200,4320,"The hardest part of the carapace. Multiple, layered plates provide durability.",icon_shell,11,0
957,Najarala Hide,4,99,6000,600,Comparatively flexible hide found under the shell and on the underbelly.,icon_hide,11,0
958,Najarala Hide+,6,99,18000,1800,"A fine, silky-smooth hide that sells well at market as a top-class material.",icon_hide,11,0
959,Najarala Piel,8,99,54000,5400,The finest of Najarala hides. Often used in all kinds of leatherwork.,icon_hide,11,0
960,Najarala Marrow,5,99,21000,2100,Marrow known to cause paralysis if handled improperly.,icon_carapace,11,0
961,Najarala Medulla,7,99,63000,6300,A mass of tissue used as a coagulant in all manner of crafts.,icon_carapace,11,0
962,Najarala Sounder,4,99,8200,820,A Najarala shell with unique acoustic properties that amplify sound.,icon_carapace,11,0
963,Najarala Sounder+,6,99,24600,2460,A shell with unique acoustic properties. Fragile and a real challenge to work with.,icon_carapace,11,0
964,Najarala Fang,4,99,7500,750,A fang containing an organ that induces neurogenic paralysis.,icon_fang,11,0
965,Chilling Beak,5,99,24000,2400,"The Najarala's bird-like beak, which it uses to instantaneously seize prey.",icon_bone,11,0
966,Heart-stopping Beak,9,99,96000,9600,The Najarala's unique beak. Fangs inside it neutralize prey in ghastly fashion.,icon_bone,11,0
967,Hyper Najarala Shell,6,99,17300,1730,"Darker than normal Najarala shell, this Hyper shell emits an ominous glow.",icon_shell,11,0
968,Hyper Najarala Cortex,8,99,51900,5190,"Darker than normal Najarala shell, this tough Hyper shell emits an ominous glow.",icon_shell,11,0
969,Black Pearl,4,99,1500,150,A pearl with a black glow. Fetches a high price.,icon_scale,10,0
970,Fine Black Pearl,8,99,19500,1950,Largest and most beautiful of all black pearls. Very valuable and hard to find.,icon_scale,10,0
971,Wyvern Scalp,4,99,7800,780,A Carapaceon shell made from a wyvern's skull.,icon_carapace,10,0
972,Heavy Wyvern Scalp,8,99,70200,7020,A Carapaceon shell made from a wyvern's skull that is harder than normal.,icon_carapace,10,0
973,Decayed Crimson Horn,4,99,5300,530,"A red horn from a shelled monster. Despite the decay, it remains extremely durable.",icon_fang,1,0
974,Timeworn Crimson Horn,8,99,41300,4130,A faded horn which has been weathered over time but still has some value.,icon_fang,1,0
975,Sm. Hermitaur Shell,4,99,450,45,A piece of bone from a giant Carapaceon. Its small form means it has limited use.,icon_shell,1,0
976,Tiny Hermitaur Shell,8,99,4000,400,A tiny piece of bone from a giant Carapaceon. It may be small but its value depends on its use.,icon_shell,1,0
977,Hermitaur Shell,4,99,5500,550,A large piece of exoskeleton that's surprisingly light and easy to use in crafting.,icon_shell,1,0
978,Hermitaur Carapace,6,99,16500,1650,The hard carapace of a Daimyo Hermitaur. Harder than shell to work.,icon_shell,1,0
979,Hermitaur Cortex,8,99,42900,4290,A Daimyo Hermitaur's tough bone shell. Its thickness makes for strong armor.,icon_shell,1,0
980,Hermitaur Claw,4,99,9750,975,A giant claw from a Daimyo Hermitaur. The sharp claw can slice through rock.,icon_fang,1,0
981,Hermitaur Claw+,6,99,29300,2930,Sharp claw from a Daimyo Hermitaur. As hard as metal.,icon_fang,1,0
982,Hermitaur Hardclaw,8,99,76000,7600,A Daimyo Hermitaur's hard claw. Tough enough to fortify castles.,icon_fang,1,0
983,Hyper Hermitaur Scale,6,99,19800,1980,"Darker than normal Hermitaur scales, this Hyper scale emits an ominous glow.",icon_shell,1,0
